event,tournament_url,round,group,game_url,white_username,black_username,white_uuid,black_uuid,white_rating,black_rating,target
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990247,bencus12,garnikn,2a67b56e-9549-11e2-803c-000000000000,bc3e282a-279b-11e9-b297-ef9538aa966e,2540,2358,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990249,deanklobucar,ach19,bea8b94a-db7b-11f0-adf0-2f2d8409e7f8,c06b9f54-ebc2-11e9-bfa6-a57e4e2c28b1,2537,2349,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990251,mirchi_26,mapl3man,36811bc0-1a58-11e4-8060-000000000000,c560ce16-e444-11e8-805a-000000000000,2358,2519,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990253,ramu_k_fm_ft,niviattack,07c554fa-83d8-11ea-b5da-550aa0027f03,a00e84ea-976c-11f0-a0fe-f7c87080b921,2339,2535,white_loss
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990255,andrzej,elessar16,b7043fa4-4079-11dc-8062-000000000000,2706b114-c4a6-11f0-b2ad-596b980c26f0,2527,2344,draw
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990259,tonilator,cartonmaster,78baf76e-e26a-11ef-b4e1-f9ee10bdb89a,4fd47ea8-1de2-11ef-a3b0-e9eede61eec9,2330,2533,white_loss
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990261,lordiron,cherneevo_23,beeca930-0658-11e3-8038-000000000000,f6db7d44-6f6d-11ec-a908-bbd3ac0cbf76,2329,2532,white_loss
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990263,fmalexhdez,eloist,a82fb376-71c8-11ea-9f18-d7306e732d62,4502ec1a-9c9b-11e6-803a-000000000000,2350,2514,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990265,sofiia_hryzlova,xuetianhao,db4a641a-b737-11e8-800c-000000000000,df7c1be0-69e3-11ef-b73f-3d72bb64f4e8,2527,2309,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990267,witty_alien,chessgirl_leyla,a0e0c564-621a-11e5-8044-000000000000,746bea2e-ce0f-11f0-a0c0-df2b4332a0f9,2525,2305,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990269,mise2020,mostafasakha,5ada1e08-de75-11ea-a415-ad70d5dbd29b,cd8934ec-c98f-11dc-8001-000000000000,2301,2524,white_loss
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990271,vedantgoswami,rcc_2024,e16bc3d6-6f7b-11ea-af73-0f49fa79bb10,3f5241ae-380a-11ef-a051-55f6cd0a1169,2311,2515,draw
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990273,hrvojezagreb,windwhistler11,6bbb8fe8-4e0e-11e4-8036-000000000000,0ee6d838-a3df-11ed-b2f2-b3d6fa253325,2284,2519,white_loss
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990275,mikhal867,jan2404,44798cb2-d00b-11e9-b0f9-436a53e3a2c0,28960378-4bef-11e3-802a-000000000000,2513,2282,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990277,noamapplesauce,ananya2898,92e8ff16-7e78-11df-8051-000000000000,2d93bf72-82e3-11f0-b65b-15f97c478825,2297,2494,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990279,lacafi,gaidym72,e9a0f61e-bb2e-11de-804e-000000000000,d66b98da-2963-11e9-940a-f3add4f38954,2269,2503,white_loss
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990281,jaroslavsobek,gasparasprelliok,02868b1a-98fc-11ef-8978-1dea2c1c7f16,4f3f1f6e-c3e8-11ef-b01e-013d293b52c2,2255,2500,white_loss
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990283,maurijs,alenzer,c4ad0708-2e5e-11e6-8026-000000000000,8a9acf24-9e37-11e7-8026-000000000000,2490,2254,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990285,cheessmasteer54,miguel-la,c29ded98-f199-11f0-99e3-c39616e11219,fef71e60-5666-11ef-b6e1-97c1b208a005,2286,2473,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990287,matinghaffarifar,pesandu_liyanage_1,6bf6444e-b79f-11e9-a6fb-77d7e2c80f28,2e926646-4790-11f0-bbc8-4bae8a3a30c4,2261,2473,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990289,aamuktha-guntaka,angamat,f63a2b7c-536e-11f0-8ede-27424006d123,9f311342-f697-11ef-87f7-070a0db66988,2483,2241,white_win
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,3,1,https://www.chess.com/game/live/165053990295,cocosiukas,thesmallergreek,05346060-2fae-11ef-86d2-ff736a4cdee5,c38d71aa-148c-11f0-b68f-51cb7fe45497,2481,2237,white_win
