event,tournament_url,tournament_start_time,round,group,game_url,white_username,black_username,white_uuid,black_uuid,white_rating,black_rating,target,white_result_code,black_result_code,fen,eco,end_time,pgn_result,termination
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787661,umuterdemgunduz,hikaru,0016479a-a347-11e9-b619-7d5b9e8b8800,6f4deb88-7718-11e3-8016-000000000000,2682,3316,white_loss,timeout,win,5Q2/8/2k2np1/4q1N1/6Pp/7P/5PK1/8 w - - 1 54,https://www.chess.com/openings/Modern-Defense-with-1-e4-2.d4-Bg7-3.Nf3,1770739793,0-1,Hikaru won on time
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787663,lachesisq,gorindeshi,ea103016-2647-11e6-8040-000000000000,af27c69c-36ef-11ee-afee-879979d51b45,3279,2678,white_win,win,resigned,3r1k2/p1R1p2b/4N3/4R3/P5p1/1P4P1/2P4r/2K5 b - - 2 35,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Rauzer-Variation-9...d5-10.Nxc6-bxc6-11.Bh6,1770739597,1-0,lachesisQ won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787665,jaisankars,nikotheodorou,cb754d68-e4f6-11ef-a68a-9be73e69b3c8,4d8a88c8-4b2b-11eb-89ec-1b7cb3f4e61a,2677,3252,white_loss,checkmated,win,8/8/6k1/5p2/5PK1/6P1/8/7q w - f6 0 55,https://www.chess.com/openings/English-Opening-Anglo-Indian-Kings-Knight-Queens-Indian-Formation...6.O-O-O-O-7.Nc3-Ne4,1770739602,0-1,NikoTheodorou won by checkmate
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787667,gmwso,gcamachomartinez,50758188-90e9-11e6-8018-000000000000,fdec591c-c7f8-11e7-802e-000000000000,3230,2691,white_loss,resigned,win,3r4/1p5R/2p1b2P/p1P5/5k2/PP2p2P/5p2/4KB2 w - - 0 43,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Modern-Variation-2.Bb2-d6,1770739689,0-1,GCamachoMartinez won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787669,dey2580,ghandeevam2003,750ce062-0d0d-11e8-8014-000000000000,634b94f8-a0dd-11e4-8014-000000000000,2675,3233,white_loss,resigned,win,8/7p/1p3K1k/8/4P3/8/b1B5/1q6 w - - 0 55,https://www.chess.com/openings/Indian-Game-East-Indian-Przepiorka-Variation...5.O-O-d6-6.a4-Nbd7,1770739753,0-1,GHANDEEVAM2003 won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787671,oleksandr_bortnyk,sn2022s,12d55bb4-1907-11e6-805a-000000000000,736147d0-7111-11e9-a2c9-95fc7a164d54,3228,2673,white_win,win,timeout,4b2k/8/4P3/4KB2/8/8/8/8 b - - 0 73,https://www.chess.com/openings/Alapin-Sicilian-Defense-Barmen-Defense...7.cxd4-Bb4-8.Nc3-O-O-9.Bd3,1770739819,1-0,Oleksandr_Bortnyk won on time
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787673,pizzalover2502,sibelephant,04828fea-e61d-11ef-8507-4390dc4c1d24,8961cafa-071e-11e7-803c-000000000000,2670,3223,white_loss,resigned,win,8/1p6/2p1p3/p2p1k2/P4rrp/1P2RK2/5P2/4R3 w - - 2 49,https://www.chess.com/openings/Italian-Game-Two-Knights-Modern-Bishops-Opening...5.O-O-O-O-6.Re1-d6-7.a4,1770739691,0-1,Sibelephant won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787675,fairchess_on_youtube,theinfinity011,bb226e5c-5126-11e3-801a-000000000000,845d608a-00fa-11f0-83e6-a5920bbc114d,3221,2669,white_win,win,resigned,3qk2r/2b2pp1/p6p/1p3bP1/3PB2P/8/PP2QP2/1K4RR b k - 0 25,https://www.chess.com/openings/Magnus-Queens-Gambit...5.Nf3-Nf6-6.Bg5-Be6,1770739549,1-0,FairChess_on_YouTube won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787677,yohankrokov,micki-taryan,8d6419fe-e4cd-11ec-b461-d92f3cf840d7,d3c47dee-a6de-11e7-804c-000000000000,2667,3220,white_loss,resigned,win,3Q1B2/p4pp1/1p2p1k1/3pqn2/7p/7P/PP3PPK/8 w - - 0 34,https://www.chess.com/openings/French-Defense-Advance-Paulsen-Attack,1770739426,0-1,Micki-taryan won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787679,polish_fighter3000,vladgoncharov,32b2e99a-7bb3-11e8-8042-000000000000,8a783616-28ab-11e5-800e-000000000000,3220,2667,white_win,win,resigned,4Rrk1/1q4pp/4p3/2P1n3/1P2NQ2/7P/4BPP1/5RK1 b - - 0 33,https://www.chess.com/openings/Indian-Game-London-System-3...b6-4.e3-Bb7-5.h3,1770739600,1-0,Polish_fighter3000 won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787681,cosmokramer2260,konavets,b3ee9a54-a792-11e7-8008-000000000000,ef1e2854-f97a-11e1-8022-000000000000,2664,3218,white_loss,resigned,win,8/p5bk/1p4pp/3Qp3/P5P1/6qr/6NP/6RK w - - 1 39,https://www.chess.com/openings/Closed-Sicilian-Defense-Fianchetto-Variation...5.d3-d6-6.Be3-e6-7.Nge2,1770739567,0-1,Konavets won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787683,parhamov,maxleto,c294f900-d587-11e6-805a-000000000000,a1d51164-1db3-11e6-801e-000000000000,3218,2662,white_win,win,resigned,1r2qr1k/pp2P1pp/1np2p2/5N2/3P4/1Q6/PP4PP/R4RK1 b - - 0 22,https://www.chess.com/openings/Queens-Gambit-Declined-Exchange-Positional-Line...7.Bd3-Bg4-8.Qc2-Bh5,1770739522,1-0,Parhamov won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787685,itay121,bogdandeac,cb9cccfa-ab6d-11e7-8042-000000000000,09020b6e-a98a-11e6-8028-000000000000,2660,3215,white_loss,timeout,win,r7/pp6/3b2Q1/3p4/PP1P1k1q/2P2n2/5K2/8 w - - 0 39,https://www.chess.com/openings/Queens-Pawn-Opening-Chigorin-Variation-2...Nf6-3.Bf4-e6-4.Nb5,1770739733,0-1,BogdanDeac won on time
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787687,miterryble,mattheii,b9c64c6e-bd08-11e4-8016-000000000000,db169994-ed6e-11eb-928e-bff0cb165519,3213,2660,white_win,win,resigned,8/B7/5k2/4ppp1/2P4p/3N1P1P/4K1P1/8 b - - 0 58,https://www.chess.com/openings/Sicilian-Defense-Canal-Attack...5.Qxd4-a6-6.Bxd7-Bxd7,1770739683,1-0,MITerryble won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787689,gh6999,mishanick,fa7cc6f0-4a50-11ee-9774-5d994a4dbf73,b0db2a38-fe9b-11e3-802a-000000000000,2660,3210,white_loss,resigned,win,8/5b1R/1pN2k2/5P2/2P3p1/1P2r3/P2Kp1n1/8 w - - 3 50,https://www.chess.com/openings/Magnus-Sicilian...5.Qd2-g6-6.b3-Bh6-7.f4,1770739666,0-1,mishanick won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787691,faustinooro,mwpchess,33ad20e4-a2bd-11ea-b263-552d83177043,cb015c32-13a4-11e6-8012-000000000000,3201,2659,white_win,win,timeout,5k2/5p2/4n2p/p2NP2P/Pp1P4/1P1K4/8/8 b - - 0 52,https://www.chess.com/openings/Sicilian-Defense-Hyperaccelerated-Dragon-Variation-3.Bc4-Bg7-4.O-O,1770739774,1-0,FaustinoOro won on time
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787693,egehany09,wonderfultime,0a7e480e-84ce-11ef-aa2a-592b7af4c023,ca45ce90-c60d-11e3-8004-000000000000,2658,3201,white_loss,resigned,win,5rk1/1p1r4/2p1p3/P1P5/2Q1pNbp/1R1pP3/3R1PP1/q3K3 w - - 2 50,https://www.chess.com/openings/Slav-Defense-Modern-Breyer-Variation,1770739802,0-1,wonderfultime won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787695,sina-movahed,mathiascasalaspro,c14d8700-eaab-11ef-a5ef-f1a08612e48b,d2f1b3a4-bb31-11ea-972c-972b0b4b89e3,3200,2658,white_win,win,resigned,3R1rk1/5p2/4bQp1/6Pp/1p3P2/1P4P1/1KPR4/7q b - - 11 41,https://www.chess.com/openings/Sicilian-Defense-Open-Najdorf-Variation-6.Bg5-e6-7.Qf3-Nbd7-8.O-O-O,1770739705,1-0,Sina-Movahed won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787697,il_cavallo_matto,lyonbeast,322f4adc-aedc-11ea-b13e-6f7ad1d9bdc6,50ef5ad0-dc0f-11e3-8008-000000000000,2670,3183,white_win,win,resigned,8/p4kp1/1b5p/1p1PPp1P/3p1P1N/1P1K2P1/P7/8 b - - 3 42,https://www.chess.com/openings/Reti-Opening-Sicilian-Invitation-2.b3,1770739639,1-0,Il_Cavallo_Matto won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787699,chesswarrior7197,nigirisushies,7502a14e-eca9-11e2-802a-000000000000,6a8aa0be-ea46-11e7-8012-000000000000,3197,2654,white_win,win,resigned,1R3k2/4q3/4Pr2/6p1/1P1pQ3/3P2P1/5PK1/8 b - - 4 43,https://www.chess.com/openings/Sicilian-Defense-Canal-Attack-3...Nd7-4.c4-Nf6-5.Nc3,1770739693,1-0,ChessWarrior7197 won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787701,lion-al-messi,jefferyx,a42d16c6-85c7-11e9-9dfd-1fe4367f9c47,562a009c-a252-11e2-801e-000000000000,2653,3177,white_loss,resigned,win,8/8/8/5p2/1r6/8/kp2RK2/8 w - - 0 69,https://www.chess.com/openings/French-Defense-Tarrasch-Open-Chistyakov-Defense...9.Nbxd4-Nxd4-10.Nxd4-Qc7,1770739745,0-1,jefferyx won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787703,artooon,bazar-wokzal,b24ec2c4-1400-11e9-801a-000000000000,8e53d6f4-5d70-11e7-8044-000000000000,3175,2651,white_win,win,resigned,1k1r4/3Rqp1p/1r6/pQp1pp1N/Pp6/2P1B3/1P4PP/5R1K b - - 0 31,https://www.chess.com/openings/Closed-Sicilian-Defense-Grand-Prix-Attack...6.O-O-Nxb5-7.Nxb5-d6-8.d3,1770739616,1-0,artooon won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787705,kaidanov,javokhir_sindarov05,4004d77a-d563-11de-8048-000000000000,af06f526-947c-11ee-a36e-eb1284cd065a,2651,3172,white_loss,resigned,win,3r4/8/8/8/2K1p3/6k1/8/5R2 w - - 2 56,https://www.chess.com/openings/Benko-Gambit-Declined-Bishop-Attack,1770739766,0-1,Javokhir_Sindarov05 won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787707,andreikka,vesper2018,0cbc3ddc-7384-11e2-801e-000000000000,85779c9e-821a-11e8-8012-000000000000,3169,2648,white_win,win,resigned,2R3Q1/4bkn1/1p1r4/p3p2p/4P1p1/Pn1P1pPP/5P1K/7B b - - 1 40,https://www.chess.com/openings/English-Opening-Symmetrical-Variation...8.d3-Nc6-9.Nc3-h6,1770739751,1-0,Andreikka won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787709,nastyahn,msb2,df02191c-22dc-11e8-8000-000000000000,8e1a4e10-bb84-11e4-802c-000000000000,2662,3149,white_win,win,resigned,4Q3/k1r3pp/1p6/1Qp5/P7/1P4P1/1B5P/6K1 b - - 0 43,https://www.chess.com/openings/Indian-Game-Knights-Variation...4.Bg2-Bd6-5.O-O-O-O,1770739707,1-0,NastyaHn won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787711,grischuk,juan-jose-taylor-rodrigue,b5ffabc2-daa1-11e5-803a-000000000000,641e11e4-1431-11f0-ae71-17e7ecc59ca2,3163,2642,white_win,win,resigned,r4k2/2R2p2/4PNpP/3p2B1/6P1/b7/1n3PK1/8 b - - 0 48,https://www.chess.com/openings/Sicilian-Defense-2.Nf3-d6-3.Bc4-e6-4.O-O,1770739724,1-0,Grischuk won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787713,kasimovr21,chessfighter_2011,d0963dfe-bddc-11ed-9001-137dd82afe4c,75a19408-3339-11e8-8008-000000000000,2650,3153,draw,insufficient,insufficient,8/8/7K/8/8/8/k5n1/8 w - - 0 80,https://www.chess.com/openings/Sicilian-Defense-Nyezhmetdinov-Rossolimo-Attack-3...e5-4.O-O,1770739849,1/2-1/2,Game drawn by insufficient material
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787715,fabianocaruana,earlybird2012,5ebdca54-8f15-11e2-800a-000000000000,6fc695f8-5b81-11e9-994b-bf6e2ad01302,3156,2641,white_win,win,checkmated,5k1Q/4q1p1/6P1/8/7P/8/6BK/8 b - - 5 55,https://www.chess.com/openings/Kings-Pawn-Opening-Leonardis-Variation,1770739812,1-0,FabianoCaruana won by checkmate
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787717,fh2411,amintabatabaei,2335ddc4-d2d9-11e3-8048-000000000000,dfc22e4c-96c8-11e6-801a-000000000000,2639,3146,white_loss,resigned,win,8/8/p5P1/1p6/2b2k1K/PP5R/4p2N/7r w - - 0 48,https://www.chess.com/openings/Torre-Attack-Classical-Defense-Nimzowitsch-Variation-4.Bh4-b6-5.e3-Bb7,1770739717,0-1,amintabatabaei won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787719,sergoy,kingside_rook,78a09dbe-46dd-11e7-8056-000000000000,c20bc4ee-ff60-11ea-ad08-55d00ca51a8d,3138,2638,white_win,win,resigned,2q1r1k1/pp3Q1p/6pB/3pP3/8/8/PP6/5RK1 b - - 3 32,https://www.chess.com/openings/Modern-Defense-Standard-Pseudo-Austrian-Attack-4...Nc6,1770739462,1-0,sergoy won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787721,nobodyjeroen,gm_dmitrij,83f76742-913a-11ea-8f30-9b3af02527dc,9e64a99e-e7a4-11e5-8030-000000000000,2636,3136,white_loss,resigned,win,6k1/p1p2pp1/q6p/np6/7P/2P1RK2/5PP1/7r w - - 0 35,https://www.chess.com/openings/Scotch-Game-Dubois-Reti-Scotch-Gambit-Anderssen-Attack,1770739736,0-1,GM_dmitrij won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787723,rezamahdavi2008,samdanov,87dd2178-8352-11e8-8028-000000000000,8441b428-cae4-11e8-8022-000000000000,3128,2642,draw,repetition,repetition,8/3k2pp/pB2bp2/P3p3/2P1P3/3n2KP/3N1PP1/8 w - - 12 39,https://www.chess.com/openings/Sicilian-Defense-Canal-Attack...4.O-O-a6-5.Bxd7-Bxd7,1770739673,1/2-1/2,Game drawn by repetition
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787725,patricius007,zhuu96,b14a6e20-6aba-11ea-89a7-1d65baf04052,29eedb12-7d5a-11e4-8028-000000000000,2633,3128,white_loss,checkmated,win,4r1k1/1p5p/p4ppB/3P4/P1pP4/1PQ3qP/4rnP1/3R2RK w - - 3 33,https://www.chess.com/openings/Pirc-Defense-Classical-Quiet-System...6.O-O-a6-7.a4-Nc6,1770739565,0-1,Zhuu96 won by checkmate
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787727,rud_makarian,kz_champ_gm,0485bd6a-cb6f-11e9-8077-4d57caf8aac3,7beb7a82-1a0d-11f0-962b-cdad8d7bf74e,3123,2632,white_win,win,resigned,5r2/2p2k2/P1R3p1/3P4/7n/P2B4/5PP1/6K1 b - - 4 47,https://www.chess.com/openings/Indian-Game-Knights-Variation-East-Indian-Defense...4.Be2-O-O-5.O-O-d6-6.c4,1770739761,1-0,Rud_Makarian won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787729,coachsuhaas,vincentkeymer,f86cc7ce-c5b8-11de-8029-000000000000,9118af64-0e4f-11e8-805a-000000000000,2631,3120,white_loss,checkmated,win,R7/5k2/8/1p5K/p3n1N1/P6r/8/8 w - - 0 53,https://www.chess.com/openings/Nimzo-Indian-Defense-Bishop-Attack-Classical-Botvinnik-System...8.Bxc4-c5-9.Nf3-Qc7,1770739791,0-1,VincentKeymer won by checkmate
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787731,suyarov1,drwonderkid,73463d00-763a-11ed-81ef-cf9146ae336d,67bdf47a-f3a9-11ef-94e3-89d1062c0b05,3118,2631,white_win,win,resigned,5rk1/1R2Q3/3p1p2/2qP1bp1/7p/1B3N1P/P2NK1P1/7r b - - 3 31,https://www.chess.com/openings/Sicilian-Defense-Delayed-Alapin-Variation...8.d4-cxd4-9.cxd4-e5,1770739535,1-0,Suyarov1 won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787733,janmur7,shield12,87d116c4-d633-11e8-805e-000000000000,82287630-10ae-11e9-8000-000000000000,2630,3104,white_loss,resigned,win,8/8/8/7p/8/4k1r1/8/4q2K w - - 0 58,https://www.chess.com/openings/English-Opening-Four-Knights-Nimzowitsch-Variation-4...Bb4-5.d3-d6-6.a3,1770739660,0-1,Shield12 won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787735,frederiksvane,opqrc,94e04da4-9b82-11e7-805e-000000000000,13ef3816-c270-11ed-8a06-b99e7451257b,3101,2630,white_win,win,resigned,8/n3k3/6p1/1PP1Kp1p/2B1p2P/6P1/5P2/8 b - - 0 49,https://www.chess.com/openings/Sicilian-Defense-Open-Dragon-Classical-Variation...7.O-O-O-O-8.Re1-Nc6,1770739728,1-0,frederiksvane won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787737,smiechu,shimastream,f5f383a6-0b92-11e8-8008-000000000000,0c1e10ec-e61a-11ea-8309-b1ffcba27d11,2629,3083,white_loss,resigned,win,2q3k1/5p1p/1R4p1/2bp4/Q7/2P2P1P/6P1/4r1BK b - - 0 35,https://www.chess.com/openings/Caro-Kann-Defense-Fantasy-Variation...6.Qd2-Qxb2-7.Rb1-Qa3,1770739580,0-1,shimastream won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787739,sanan_sjugirov,midgardsormur,7069ad12-71b4-11e4-8022-000000000000,ff7d46f2-7e19-11e7-8058-000000000000,3082,2625,white_win,win,resigned,1k2r2r/3R1pbp/pp4p1/8/1P3P2/8/P1R1PPBP/6K1 b - - 0 26,https://www.chess.com/openings/Reti-Opening-Kings-Indian-Attack...3.Bg2-Bb7-4.O-O-g6-5.d3,1770739554,1-0,Sanan_Sjugirov won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787741,apollonzerotv,igor_janik,d10059fc-8eb6-11e6-804a-000000000000,340b62ba-3bed-11e2-8040-000000000000,2624,3079,white_loss,resigned,win,1r4k1/4npp1/3q4/1p1p4/1N1Pp1n1/PB2P1Nb/1P3P2/2RR3K w - - 2 31,https://www.chess.com/openings/Bogo-Indian-Defense-Nimzowitsch-Variation...6.Bg2-Bxd2-7.Nbxd2-d6-8.O-O-e5,1770739583,0-1,Igor_Janik won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787743,turboplombir,nexoknight11,7373e45a-4ea3-11eb-8f41-c5208a31b0be,93db6bb0-0c23-11e9-8062-000000000000,3077,2624,white_win,win,timeout,5k2/R7/6R1/2p1p3/P1P5/1P6/r7/3K4 b - - 2 61,https://www.chess.com/openings/Old-Benoni-Defense...4.Nc3-Be7-5.e4-Bg5,1770739811,1-0,Turboplombir won on time
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787745,ybothg,matthewg-p4p,d9b313ae-5c12-11e6-8046-000000000000,cfcc23e0-6616-11e6-805a-000000000000,2621,3069,white_loss,checkmated,win,8/8/8/7r/8/5k1K/8/8 w - - 8 84,https://www.chess.com/openings/Trompowsky-Attack-Raptor-Variation-3...c5-4.d5,1770739813,0-1,MatthewG-p4p won by checkmate
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787747,vaathi_coming,kimkibo,1727537e-100e-11e9-8032-000000000000,630804d4-bdc3-11ed-920e-fffc14897d9e,3052,2635,white_loss,checkmated,win,8/8/8/K5p1/5n2/4k3/r7/1q6 w - - 6 74,https://www.chess.com/openings/French-Defense-Exchange-Variation...4.Nf3-Nc6-5.Bd3-Bd6-6.O-O,1770739880,0-1,Kimkibo won by checkmate
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787749,guillead1,sergeant_james,01d2faa2-a9ed-11e1-801a-000000000000,46ac2e98-d01b-11ef-b96a-7b4f86d641d2,2618,3067,white_loss,timeout,win,3r1bk1/6p1/2RPp2p/pb2Pp2/1p3rNP/6P1/5P2/1R4K1 w - - 2 33,https://www.chess.com/openings/Bogo-Indian-Defense-Wade-Smyslov-Variation-5.g3-O-O-6.Bg2-d5-7.Qc2,1770739720,0-1,Sergeant_James won on time
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787751,chito89,ural58,477557ca-32c2-11e4-804a-000000000000,eb13f844-b84f-11e7-801a-000000000000,3067,2618,white_win,win,resigned,8/4k3/2pr2p1/r5R1/P3RP1P/3p4/P2P1K1P/8 b - - 0 34,https://www.chess.com/openings/English-Opening-Two-Knights-Variation-3.Nf3-e4-4.Ng5,1770739504,1-0,chito89 won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787753,alomaterapia,rasmussvane,b57e76c4-6f44-11ea-8467-354da875516e,8059021e-c247-11e6-8038-000000000000,2616,3065,white_loss,resigned,win,8/2p2k2/8/3N1p2/3B2p1/5qPp/1p3P1K/1r4R1 w - - 0 40,https://www.chess.com/openings/Modern-Defense-Standard-Line...4.Be3-a6-5.h4-h5,1770739641,0-1,rasmussvane won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787755,ohanyaneminchess,saihanthiha,872e6746-81f4-11e8-8062-000000000000,9e332ac0-5baf-11e6-8040-000000000000,3057,2615,white_win,win,checkmated,r2q1r2/pp2b3/n1pp1kQ1/3Ppp2/1PP1P3/P1N2N2/4B3/2K3R1 b - - 2 26,https://www.chess.com/openings/Kings-Indian-Defense-Semi-Averbakh-System-6...Na6,1770739587,1-0,OhanyanEminChess won by checkmate
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787757,elnaz_kaliakhmet,harsha_bharathakoti,a09c19fe-f96a-11ea-884b-0dca46a73c88,15be85c0-ab47-11e7-8030-000000000000,2609,3045,white_loss,resigned,win,4b1k1/8/6p1/2p5/8/p1P4P/6P1/7K w - - 0 45,https://www.chess.com/openings/Modern-Defense-Standard-Line...4.Be3-a6-5.Qd2-b5-6.f3,1770739800,0-1,Harsha_Bharathakoti won by resignation
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787759,angry_twin,wpwpwp-2015,ebf724d4-de43-11e1-802a-000000000000,eb4bd5c8-8afa-11e4-8000-000000000000,3022,2624,white_loss,checkmated,win,6k1/pp3pp1/3b3p/1P6/2p5/2P5/1P3P1q/3R1RK1 w - - 8 40,https://www.chess.com/openings/Italian-Game-Two-Knights-Modern-Bishops-Opening...7.a4-Na5-8.Ba2-c5,1770739595,0-1,WPWPWP-2015 won by checkmate
feb_2026,https://www.chess.com/tournament/live/titled-tuesday-blitz-february-10-2026-6221327,1770739200,1,1,https://www.chess.com/game/live/165052787761,dosto07,anton_demchenko,a105c37c-8caa-11ea-a515-335706bb5e77,002b5446-cc88-11e3-8034-000000000000,2608,3038,white_loss,resigned,win,8/4k1p1/2p4p/1p6/5Q2/4P2P/3qn1P1/6K1 w - - 3 39,https://www.chess.com/openings/Ruy-Lopez-Opening-Morphy-Defense-Keres-Smyslov-Defense-10.d4-Re8-11.Nbd2-Bf8,1770739662,0-1,Anton_Demchenko won by resignation
